1,246.700000,108.300000,32.845858,5.814014
10,219.300000,105.200000,32.405432,4.271482
100,283.600000,121.300000,61.518472,30.321689
101,123.500000,40.100000,31.872734,8.587310
102,198.000000,74.400000,27.938907,14.549169
103,214.100000,96.100000,27.143743,9.695601
104,106.300000,28.400000,4.821993,0.000000
105,35.300000,14.800000,2.559574,0.659873
106,148.600000,61.400000,31.848819,15.228490
107,169.800000,67.700000,30.187939,13.124453
108,92.900000,28.800000,15.190511,5.976423
109,279.500000,137.500000,33.941343,7.535000
11,121.700000,45.400000,0.000003,0.000000
110,135.900000,49.200000,0.303829,0.000000
111,172.700000,50.600000,35.173129,14.163533
112,125.900000,46.800000,0.000000,0.000000
113,189.200000,53.900000,25.943857,4.958383
114,110.700000,48.700000,28.174750,9.242625
115,172.800000,67.700000,22.702104,7.432321
116,257.100000,159.500000,56.929941,24.844261
117,214.700000,82.600000,0.000000,0.000000
118,157.100000,64.600000,30.192977,6.236366
119,263.900000,226.400000,1.828997,0.000000
12,93.500000,27.800000,14.537217,0.500977
120,65.100000,20.700000,10.448186,2.242973
121,250.000000,95.000000,1.171100,0.014016
122,146.700000,49.600000,18.170560,3.955078
124,203.600000,62.000000,37.975895,10.954592
125,231.000000,88.000000,4.071762,0.812641
126,117.000000,58.000000,12.296147,4.188900
127,193.000000,88.600000,25.014325,7.752106
128,126.500000,32.200000,26.037363,1.402098
129,67.000000,30.000000,12.572337,5.930874
13,155.600000,56.400000,34.199000,20.205465
130,234.400000,120.400000,18.329481,3.392291
131,178.000000,61.000000,1.355139,0.000000
132,174.800000,81.200000,11.922347,3.375361
133,166.900000,56.700000,28.230705,19.764534
134,255.400000,108.400000,34.810962,15.589409
135,323.100000,174.700000,27.198968,9.784780
136,178.000000,78.000000,0.499269,0.000000
137,177.800000,55.800000,26.335581,3.563459
138,95.400000,25.300000,8.476389,0.000000
139,143.000000,40.000000,19.533082,6.358328
14,175.200000,50.100000,10.567977,1.015137
140,102.000000,76.000000,6.722036,4.930777
141,234.900000,92.500000,11.032988,0.292405
142,198.100000,89.800000,39.648598,18.629887
143,186.700000,65.000000,8.677837,0.000000
144,77.900000,15.800000,16.750509,1.020938
145,181.400000,64.600000,39.537679,3.473856
146,191.500000,66.100000,40.667391,22.080118
147,141.000000,51.700000,25.647597,6.282433
149,107.000000,62.000000,5.030019,2.905203
15,236.200000,124.100000,39.386943,20.831070
150,188.300000,77.300000,28.075281,13.610833
151,129.000000,43.400000,27.261092,11.751417
152,202.900000,86.500000,11.556512,1.608398
153,119.800000,42.700000,10.405761,0.000000
154,180.800000,86.500000,41.439066,22.955910
155,174.000000,85.100000,17.296819,9.735748
156,129.000000,41.000000,11.014793,0.897089
157,164.700000,56.900000,19.356727,3.998712
158,177.200000,58.100000,28.330387,19.548433
159,126.400000,45.100000,27.095266,6.696439
16,204.300000,117.600000,30.071696,6.037466
160,315.800000,122.300000,38.401180,6.439003
161,258.700000,117.000000,83.870592,60.147822
162,153.000000,65.300000,0.708004,0.000000
163,226.500000,94.300000,30.970039,18.713971
164,206.000000,74.400000,51.912176,11.139469
165,279.800000,146.500000,31.151607,11.445200
166,233.100000,82.100000,39.626551,12.301191
167,218.400000,128.900000,16.234776,8.548602
168,122.500000,33.800000,18.690235,8.160119
169,142.100000,62.600000,22.484473,16.507692
17,179.400000,75.400000,27.855901,15.478880
170,186.500000,74.100000,21.149913,5.123243
171,125.400000,52.000000,7.456960,0.313110
172,112.000000,50.000000,12.247101,3.705807
173,82.300000,24.400000,6.525118,0.077519
174,155.100000,44.500000,22.614971,3.195436
175,314.400000,162.200000,62.429885,41.862569
176,141.000000,56.600000,1.649874,0.000000
177,120.800000,43.700000,25.247470,12.665864
178,140.600000,60.500000,13.611925,5.495878
179,209.900000,93.800000,37.489638,10.661335
18,174.300000,107.900000,29.753237,13.355729
180,162.700000,56.000000,15.343428,1.344727
181,119.700000,37.300000,22.128604,8.561197
182,146.200000,57.400000,10.303200,1.969401
183,178.700000,74.700000,0.000000,0.000000
184,184.400000,71.500000,19.447947,7.398461
185,175.700000,107.300000,0.000028,0.000012
186,167.400000,75.600000,0.462349,0.000000
187,194.900000,108.100000,19.715348,5.183969
188,197.600000,91.200000,26.171060,8.227109
189,243.300000,151.600000,26.054731,5.491754
19,194.900000,115.300000,19.788505,7.338794
190,156.300000,88.100000,19.501632,7.054810
191,130.700000,47.100000,29.588475,15.759682
192,143.700000,51.800000,35.363318,19.316900
193,160.000000,47.000000,10.773049,3.314793
194,125.300000,47.800000,15.083938,7.810403
196,55.500000,14.000000,7.135272,0.566478
197,179.400000,69.800000,28.683108,13.801656
198,176.800000,54.900000,32.830343,8.998341
199,190.800000,86.100000,23.332314,3.416775
2,137.200000,54.600000,18.668017,5.505981
20,162.300000,72.400000,21.810745,7.692492
200,138.300000,50.900000,8.029082,2.434706
201,136.300000,66.300000,14.055792,7.399103
202,128.000000,28.600000,0.740022,0.000000
203,170.300000,67.500000,22.872599,6.636213
204,107.000000,31.600000,21.868311,7.277756
205,176.300000,92.200000,32.124424,11.353153
206,125.000000,46.000000,15.513496,4.888574
207,268.000000,137.000000,35.148574,13.625537
208,93.000000,33.000000,11.316610,3.185734
